"loan_amount","annual_income","debt_to_income","term","interest_rate"
15600,70000,44.5,36,11.98
6025,39000,19.4,36,9.43
7000,88000,27.5,36,6.72
14000,48000,19.4,36,6.07
8000,52000,19.4,36,10.91
8000,65000,18.6,36,10.42
39400,102000,23.9,60,15.05
15000,44500,16,36,15.05
10000,72000,32.2,36,11.98
20000,40000,12.1,36,7.34
10000,27200,14,60,19.42
25000,65000,25.8,60,24.85
6500,52000,16.5,36,7.96
15000,40000,16.9,36,7.96
16000,155000,23.2,36,10.9
2400,120000,10.8,36,7.96
10000,90000,25.8,36,15.05
15400,98728,22.9,60,24.85
7000,40000,32.2,36,11.99
24000,92000,16.2,60,11.99
22000,50000,32.7,36,7.96
40000,145000,6,36,5.32
10000,35000,20.1,36,15.04
16000,60000,3.1,60,12.61
20400,79000,8.6,60,9.93
12000,60000,20.6,36,9.43
8000,160000,11.7,36,18.06
7000,42000,15.2,36,13.58
10000,59700,23.7,36,11.98
10000,96512,12.6,60,11.98
36000,145000,28.9,36,7.35
10000,50000,3.6,36,7.97
28000,82000,31.5,60,7.35
6000,69900,36.1,36,14.07
20000,2e+05,6.7,60,10.9
5350,45000,15.9,36,10.91
23000,75000,10,60,9.93
6000,60000,14.6,36,6.08
17000,101000,25.7,60,9.92
10000,25000,8.3,36,16.02
12000,85000,13.1,36,13.59
14000,42000,17.3,60,9.93
30000,160000,5.2,60,7.35
3000,36000,7.4,36,11.99
6000,31000,22.3,36,17.47
7000,60000,26,36,15.05
12000,36000,31.4,36,7.97
16000,80500,22.6,60,26.3
9600,50000,23.4,36,10.42
5100,45000,37.3,36,23.88
10000,69000,23.2,60,15.05
6500,84000,23.9,36,7.96
6000,82757,27,36,11.99
20000,60000,11.4,60,20
20000,120000,21.8,36,18.06
15000,60000,5.9,36,9.43
25000,60000,12.2,36,13.58
6000,64000,5.3,36,6.07
30000,83043,17.3,36,13.59
2000,50000,9.7,36,12.61
14400,62000,33,36,18.06
25000,91000,17.7,60,15.05
35000,125000,24.9,60,16.02
40000,96000,23.5,60,10.42
35000,125000,4.2,60,17.09
14800,1e+05,24.7,36,9.92
15000,175000,18.1,36,11.99
21000,53000,10.5,60,9.92
22000,146000,19.1,60,9.93
18200,43000,15.6,60,10.42
15000,70000,7.2,36,18.06
15500,93000,19.6,60,12.61
15000,50976,12.7,36,9.92
10000,45000,20.6,36,9.93
21000,120000,31.6,36,7.97
8000,45000,12,36,7.96
9600,60000,18.6,36,7.35
12000,78000,10.6,60,13.58
10000,165000,14.3,36,10.41
8000,49000,34.5,36,9.93
13000,36000,10.1,36,10.42
34650,150000,32.6,36,11.99
12000,61538,7.7,36,9.92
10000,75000,24.7,36,9.44
16000,137000,14.3,36,7.34
32000,97000,2.7,60,16.02
15000,48000,10.1,36,12.61
10000,48000,20.6,36,17.47
15000,140000,7.4,60,14.07
30000,120000,28.1,36,5.31
26000,53400,14.1,60,19.03
17625,60000,1.9,36,18.45
20000,75000,2.4,60,21.85
21000,120000,16.7,36,7.34
20000,65000,36.5,60,19.03
30000,79000,13.5,36,7.34
16000,61200,17.4,36,15.05
16500,150000,8.2,60,9.43
10000,28000,7.9,60,21.45
31325,91000,19.7,60,11.98
10000,78000,37.9,36,6.71
13000,48000,35,60,14.08
20000,90000,21.5,36,7.97
35000,158000,22.4,36,14.08
10000,86000,31.9,36,9.92
15000,90000,22.1,36,6.72
12000,150000,22,36,14.08
10000,32000,32.8,36,13.59
36000,90000,17.9,60,13.59
13000,50000,14.4,60,10.9
2250,10596,22.8,36,26.3
32200,80000,3.2,60,9.44
11000,35000,13.2,60,15.05
10000,65000,16.1,36,7.34
15000,50000,15.4,60,20
20000,63700,35.4,36,7.34
24000,71000,29.5,60,10.9
16000,110000,4,36,16.02
7000,80000,26.2,36,16.02
25200,84240,25.3,60,10.9
30000,130000,27.5,60,13.59
4050,25000,31,36,26.3
15000,55000,5.9,36,10.91
40000,106000,21.3,60,7.34
23000,75000,18.9,60,14.08
35000,66000,42.2,36,16.01
10000,140000,17.5,36,11.99
36000,90000,21.6,60,14.08
6000,60000,26.2,36,6.07
2000,52000,18.9,36,6.08
36000,60000,12.2,60,25.82
7500,62000,5.6,36,10.41
24775,140000,17.2,60,20
16000,1e+05,11.4,36,7.35
30000,56000,6,36,20.39
3600,120000,9.2,36,7.96
3600,63000,25.9,36,6.08
40000,117000,11.6,60,13.58
15000,115000,11.9,36,7.34
24000,65000,20.6,36,14.08
15000,35600,11.1,60,14.08
10000,60000,15.5,36,9.44
19200,80000,14.5,60,20
32675,85000,22.7,60,24.84
2500,56000,11.8,36,9.93
6000,31500,18.4,36,10.42
8000,85000,10.5,36,9.44
6000,42600,24.6,36,15.05
5000,28000,32.4,36,11.98
6000,70000,14.5,36,9.44
7000,54000,9,36,18.45
13000,71000,19.5,60,26.3
5000,72000,3.8,36,6.08
8900,52000,8.6,36,7.96
27300,185000,26.2,60,26.77
9000,41500,29.7,36,6.08
6400,150000,4.4,36,6.08
10000,65000,23.4,36,7.34
5000,65000,14.2,36,13.59
25000,60000,20.8,36,7.35
13000,49000,25.1,60,12.62
10000,45000,22.9,36,17.09
15200,55000,27.9,36,20
20000,48750,27.4,60,14.07
20000,50000,33.8,36,9.43
2400,59000,32.6,36,12.61
3000,120000,33.4,36,6.08
5000,63000,29.5,36,17.09
12000,36000,34,36,10.9
10500,78927,27.8,36,6.72
12000,39000,21.6,60,16.02
24000,65000,28.2,60,14.08
5600,25000,35.6,36,7.34
10000,50000,9,36,14.08
30000,60000,11,60,10.42
15000,60000,25.3,36,7.35
8000,32000,13.7,36,9.44
15000,70000,34.8,36,20
19425,30000,33.9,36,15.04
8000,84000,29.6,36,21.45
5825,50000,16.4,36,10.91
15000,32000,32.3,36,10.41
30000,126000,25.3,60,12.62
10000,55232,8.4,36,9.44
2000,90000,2.6,36,9.92
25000,75000,12.5,36,9.44
14400,55000,8.9,36,13.59
12000,50000,12.2,36,15.05
2000,30000,24.5,36,19.42
32000,78000,30.3,36,10.9
8650,60000,14.1,36,6.08
22000,53000,22.8,36,17.09
36000,1e+05,16,36,9.44
32000,60000,20.2,60,16.01
9000,68000,5.2,36,6.07
20000,59000,4.9,60,13.59
10000,75000,15.2,60,25.82
10000,99000,2.4,60,9.43
20000,81000,29.2,60,25.81
4700,24000,19.1,36,6.08
35175,68095,2.8,60,9.44
30000,89000,42.5,36,7.35
10000,36000,3.8,60,14.07
2500,54032,30.5,36,20
12000,72000,14.4,60,9.92
9775,95000,17.3,36,5.31
8000,193000,14.3,36,15.04
11000,62000,19.4,60,19.03
20000,69000,41.1,60,17.09
20000,70000,24.9,60,12.62
27000,63938,27.9,60,16.02
2000,36000,12.8,36,10.41
3000,58000,9.3,36,9.44
20000,75696,18.2,36,13.59
5500,65000,16.4,36,10.41
22000,132000,7.8,60,5.31
8400,40000,34.6,36,7.97
5500,96000,15,36,6.72
20000,104000,12,36,14.08
15000,97500,16.5,36,13.59
32000,102947,17.6,36,10.91
8400,94000,28.8,36,10.9
10000,25000,28.3,36,14.08
24500,95000,25.2,36,12.62
6000,14000,15.3,36,20
18000,75000,19.3,36,6.08
2050,57000,6.5,36,6.08
32000,75000,9.8,60,9.93
3600,55000,15.5,36,9.44
20000,104465,25.6,36,7.96
5000,120000,10,36,9.93
15000,93000,29.9,60,12.61
15000,52000,17.4,36,5.32
20000,65000,24.5,60,25.81
20000,85000,26.4,60,10.9
30000,126402,5.9,60,25.81
15000,36000,2,36,5.32
15000,56000,36.7,36,11.98
16000,85000,25.1,60,21.85
5000,36610,13.8,36,5.31
20000,110000,12.9,36,9.92
4200,15000,6.4,36,20.39
20000,62000,23.5,36,10.9
25000,123000,19.5,36,14.08
18000,56000,8.7,60,21.85
12000,1e+05,6.5,60,13.58
35000,180000,20.6,36,11.99
20000,83000,20.4,36,10.91
30000,120000,17,36,6.72
12500,78000,5.8,36,19.03
28000,124000,12.4,36,18.45
15000,82000,19.6,60,10.9
4500,67000,16.8,36,7.97
5000,72000,19.8,36,7.35
30000,166000,6.2,36,7.34
10000,57000,4.2,36,10.41
10000,80000,6.9,36,10.41
10000,62000,13.3,36,10.41
5000,70000,2.9,36,10.41
24000,75000,18.6,36,7.96
28000,77000,16.1,60,24.85
35000,115000,29.2,60,10.9
7600,25465,16,36,9.43
16000,1e+05,22.5,60,19.42
2400,47418,14,36,11.99
36000,125000,8.1,36,9.43
30000,34800,5.5,60,12.62
10000,60000,12.9,36,7.34
12500,77000,26,36,17.09
22000,150000,8.3,60,15.04
10000,83000,0.4,36,7.97
3600,23000,20.8,36,14.08
27625,145000,12.8,60,17.47
16000,60000,11.5,36,9.43
16000,68000,19.3,36,9.43
10000,60000,13.1,36,7.97
10000,43000,22.6,36,9.44
10000,70000,26.6,36,13.58
2500,45000,1.4,36,12.62
24000,150000,37.1,36,12.62
6650,25000,26.5,36,22.91
20000,65000,20.3,60,14.07
10000,42000,27.1,36,7.96
14000,42000,29.1,60,14.07
16000,107000,26.2,36,6.72
8000,125000,17.4,36,10.9
4000,75000,32.9,36,11.99
20000,37000,27.4,60,10.9
8000,80000,10.3,36,9.44
15000,55000,5.8,36,5.31
5000,34964,38.1,36,11.99
3200,25000,13,36,6.08
30000,95000,19.4,36,5.32
24000,50000,23.4,60,16.02
5000,65000,24.4,36,15.05
10000,98000,30.8,36,20.39
5000,127200,7.9,36,6.72
13000,52000,25.3,36,15.05
20000,60000,28,60,9.93
15000,55000,14.2,60,10.9
5500,35000,14.3,36,9.93
7200,110000,7.5,36,6.72
10000,40000,24.1,36,18.45
15000,50000,13.2,60,26.77
6000,96152,8.7,36,18.06
21600,72198,15.1,36,6.07
10000,50000,11.3,60,14.08
4500,87000,19.3,36,7.34
10000,30000,18.7,60,12.61
8400,30000,12.9,36,9.92
5000,47000,15.8,36,6.71
16000,90000,15.7,36,7.35
36000,185000,22.6,60,9.93
12000,42000,15.4,36,7.34
35000,125000,18.8,60,16.01
15000,92000,24.7,36,7.35
13700,57506,27.3,36,9.92
9600,40000,14.3,36,6.71
24000,58000,29.1,60,10.91
10000,35000,9,60,11.98
25000,43678,16.8,36,19.03
10000,78000,12.3,36,16.02
5500,17453,17.9,36,9.92
7500,80000,7.4,36,7.34
40000,150000,19.9,60,10.42
22000,55000,14.4,60,19.42
7000,58000,14.9,36,6.08
16000,80000,9.6,36,9.92
26000,65000,16,60,10.91
32000,170000,12.6,36,14.08
7500,120000,10,36,6.71
4800,55000,17.5,36,7.35
10000,72000,2.2,60,18.06
4000,72000,25.3,36,13.58
8000,65000,25.7,36,7.97
6000,75000,20.1,36,13.58
20000,60000,17.1,60,11.99
8000,50000,7.4,36,7.97
25000,61000,39.6,36,6.07
30000,125000,4.2,36,9.92
5000,40000,22.6,36,5.31
15000,90000,21.5,36,15.05
40000,152000,4.4,60,7.34
30000,84000,27.5,60,9.93
20000,39000,21.2,60,25.82
15000,50000,6.5,36,7.34
20000,61000,14.7,36,5.31
12000,34734,29.9,60,15.04
19000,120000,20.5,36,9.43
8000,120000,11.8,36,5.31
6500,45000,19.5,36,10.41
30000,65000,21.5,36,18.06
5000,15600,10.9,36,14.08
12000,84000,4.9,36,10.41
1200,34000,20.9,36,15.04
36475,125000,24,36,7.97
20000,60000,23.7,60,25.81
40000,115000,38.3,60,13.59
18000,80000,29.2,60,21.85
4000,75000,15.5,36,6.72
24000,72000,33.1,60,20.39
35000,65000,36.1,36,12.61
10000,38000,6.4,36,9.92
25000,140000,10,60,7.34
12500,60000,24.7,36,7.34
2800,57000,22.2,36,9.44
20000,73000,32.2,60,16.02
22400,50000,33.2,60,9.92
40000,2e+05,14.3,36,9.92
12600,28100,23.2,36,13.59
10000,40000,19.7,60,17.09
20000,126000,7.3,60,14.08
20000,15000,15.7,60,18.06
35500,54000,28.2,36,21.45
12000,1e+05,22,60,18.06
35000,1e+05,21.1,60,14.08
18000,94000,6.6,36,5.31
10000,35000,35.9,60,17.09
6025,34000,23,36,10.42
15000,55000,35.4,36,5.31
14000,140000,10.3,60,15.05
6000,40000,31,36,10.91
40000,107611,30.5,60,9.44
10000,46000,21.3,36,9.44
40000,115000,10.4,36,5.32
28000,150000,9.2,60,7.35
10450,57920,18.6,36,6.08
5000,40000,10.2,36,17.09
12000,52000,11,36,7.96
10000,55000,14,36,7.97
12000,60000,17.8,36,9.43
30000,80000,8.9,60,26.77
20000,48000,10.7,36,5.31
12000,70000,3.2,60,9.43
40000,115000,27.7,36,6.07
40000,140000,9.9,60,12.62
6400,45000,5,36,13.59
8000,65000,29,36,7.96
2000,77049,14.8,36,14.08
30000,186000,26.3,60,13.58
10900,20000,33.8,60,21.45
4000,15599,10.1,36,13.58
6500,125000,15.6,36,19.03
10500,44000,23.5,36,7.96
12000,126000,37,36,7.96
2000,33000,7.9,36,6.72
10000,190000,9.8,60,18.45
28500,92942,6,60,11.98
24000,29000,23.6,36,17.09
5000,55000,23.1,36,9.44
28000,76000,11.1,36,7.34
19725,61500,11.4,36,11.98
7000,92465,12.9,36,19.03
12000,66000,32.8,36,9.92
12000,35000,17.5,60,20
20000,119216,23.9,60,7.34
11200,54000,22.8,36,7.97
1700,117000,14.6,36,9.44
10000,65000,8.6,36,15.05
20000,65000,25.2,60,19.03
9600,72612,12.4,36,12.62
28000,190000,16,36,5.32
15000,76000,35.7,36,6.72
20000,60000,7,36,5.32
15000,30000,13.4,36,11.99
10000,84800,30.1,36,6.07
20000,91100,10.7,60,11.99
25000,58000,27.3,60,16.02
8400,25000,29.8,36,15.05
7000,75000,15.8,36,11.98
28000,68000,7.4,60,15.05
5200,51000,19.1,36,18.45
20000,70000,31.5,60,15.04
30000,79982,6.9,60,15.04
18000,103000,11.9,36,9.44
21000,90000,14.6,60,16.02
5000,46000,12.8,36,14.07
30000,74000,12.1,60,28.72
30000,59000,14.2,36,19.03
18000,60000,15.7,60,9.92
1000,24000,39.6,36,22.91
25000,90000,23.1,36,7.35
3000,87500,5.6,36,18.45
20000,40000,23.5,36,15.05
30000,189000,26.1,60,23.88
2500,46000,11.3,36,10.9
10000,75000,19.8,36,6.08
35000,45000,47.8,60,21.85
8000,80000,14,36,6.72
30000,80000,17.7,60,13.58
25000,84000,15.3,36,13.58
8000,59000,24.8,36,15.04
20000,155000,11.1,60,9.44
9000,52000,16.6,36,17.47
20000,61000,7.1,60,15.05
30000,65000,16.4,60,25.81
28000,42000,10.7,36,20.39
16000,113500,31.1,60,13.58
16000,2e+05,8.4,36,9.93
6000,68000,16.7,36,15.05
12500,35000,24.7,36,18.45
15000,65000,21.7,60,15.04
40000,190000,9.4,60,16.02
10000,42000,27.1,36,14.07
35000,70000,31.4,36,14.07
9000,68000,29,36,7.97
25000,95000,7.3,60,13.59
13500,50000,17.3,36,15.05
12000,1e+05,23.9,60,16.02
20000,40000,14.6,36,12.62
30000,163000,5,60,9.43
25000,55120,15.2,60,12.62
25000,136000,8.1,36,11.98
40000,72000,8.2,36,6.08
20000,67600,17.8,36,10.41
7500,50000,8.7,36,13.59
17000,42000,18.8,60,28.72
35000,52780,44.8,36,7.35
12000,75000,25.7,36,10.9
16500,75000,22.4,60,7.34
10000,30000,23.8,60,10.42
10000,66000,15.1,60,12.62
2500,51754,25.1,36,9.93
20000,65000,17.9,36,13.58
15000,57000,21.4,60,12.61
30000,2e+05,16.2,36,9.43
21000,62000,25,60,12.62
14000,50000,20.1,36,9.93
15000,50000,10.7,60,15.05
11200,45000,33.1,60,25.81
25000,80000,13.8,36,7.34
12000,120000,14.7,60,10.42
10000,1e+05,28.2,36,5.31
21000,60960,15.9,36,12.62
16000,95000,21,60,20
40000,130000,24.3,36,10.91
16800,124730,13.8,36,12.62
7000,69000,8.6,36,5.31
20000,80000,30.2,60,11.98
14400,44000,27.8,36,7.96
30000,75000,15.8,36,14.07
8000,36000,18.8,36,14.08
5000,72000,34.5,36,9.44
10000,65000,13.2,36,13.59
5000,40000,26.8,36,22.91
4000,51000,14.8,36,6.08
15000,31200,26.5,36,6.72
37000,148600,12.8,60,16.01
10000,56000,10.3,36,18.06
19000,50000,31.2,36,14.07
35000,85000,8.9,60,10.42
40000,175000,15.5,36,5.32
10000,70000,15,36,10.41
20000,75000,14.1,60,11.98
37000,60000,16.5,60,16.02
18000,120000,7.5,36,5.32
16000,35000,20.8,36,16.01
10000,85000,11.9,36,11.99
25000,185000,3.1,36,9.92
14000,32112,18.6,36,11.98
24000,45000,18.1,60,11.99
40000,60000,34.1,60,7.97
12000,30000,12.6,36,7.34
6000,46000,22.5,36,6.71
20000,54000,12.4,60,9.92
11000,135000,11.8,60,9.92
11500,54000,8.2,60,9.44
7500,90000,11.8,36,7.97
6000,65000,6,36,10.91
10000,60000,19.4,36,10.91
7500,80000,9.2,36,9.44
25000,133000,28,36,23.87
6600,30000,26.2,36,18.45
15500,30000,19.1,36,10.41
25000,105000,22.7,60,19.42
2000,80000,34.3,36,13.58
4000,32000,21,36,9.92
5000,40000,16.6,36,16.02
10000,175000,25.4,60,23.88
6000,37000,23.8,36,10.91
15000,140000,6.5,36,13.59
18000,62000,17.8,60,10.9
25350,120000,25.6,60,19.03
15600,50000,0.6,36,14.07
15000,77000,11.9,36,10.91
10000,18700,20.3,36,10.91
13500,68700,13.4,60,18.06
6000,45000,20.1,36,9.93
12800,80000,0,60,24.85
30000,170000,8.7,36,10.42
20000,101000,20.7,60,11.98
4000,31000,28.3,36,5.32
24000,50000,15.9,60,21.45
25000,25200,2,60,14.08
20000,85000,10.8,60,6.72
18000,65000,20.6,36,15.05
7000,92000,11.5,36,9.43
24000,167000,9,60,19.42
16000,75250,25.4,60,10.91
25000,42000,17.5,60,14.08
7000,59000,10.9,36,9.92
4200,47000,18,36,9.92
4800,50000,3.1,36,11.99
16000,76000,18.9,36,9.44
15000,151000,5.5,36,9.43
1500,61000,30.4,36,7.35
20000,21000,17.4,60,15.05
11700,55000,18.9,60,11.99
35000,81000,16.1,36,9.44
15000,70000,12.7,36,9.92
13150,1e+05,22.8,60,12.62
20000,50000,21.1,36,14.08
17400,45700,25.5,36,10.41
14000,25356,18.6,60,24.84
25000,120000,28.9,36,13.59
8425,60000,11.4,36,17.09
4000,22000,10.5,36,6.07
28000,2e+05,27.6,36,9.43
15850,40000,19.4,36,6.08
4200,13000,16.4,36,7.97
16000,31000,25,60,16.01
40000,108407,7.1,60,9.92
24000,75000,13.5,60,15.04
12500,54000,11.4,36,7.96
15000,41000,37.6,36,15.05
5000,61000,22.6,36,9.43
30000,32000,22.6,60,20
2000,30000,15.9,36,17.09
17000,1e+05,27.3,60,14.07
22500,98000,12.9,36,10.42
24000,90000,20.3,60,12.62
16000,45000,13.2,36,15.04
24000,185000,30.1,60,10.42
25600,90000,19.6,60,18.45
7100,57500,15.2,36,22.91
12000,132454,22,36,6.08
20000,104000,19.3,60,7.35
6000,89000,11.2,36,11.98
5000,60000,16.7,36,7.34
5600,90000,24.4,36,16.02
20000,58000,22.3,60,17.47
25000,90000,10.4,60,20
20000,122000,11.4,36,10.41
35000,1e+05,8.1,36,12.62
14000,103000,17.4,60,9.44
2500,52000,15.6,36,10.9
10000,70000,12.3,36,7.35
15000,48000,39.4,36,5.32
32000,85000,13.1,60,17.09
6000,54000,4.6,36,5.31
17000,75000,21,60,10.9
5000,110000,5.5,36,9.92
10000,140000,10.5,36,6.71
4500,40765,37.9,36,9.43
11000,75000,16.5,60,25.82
40000,107000,19.5,60,16.02
10000,76000,3.7,36,6.72
19000,120000,11.7,36,10.9
7500,37000,11.1,36,7.97
4800,60000,1.1,36,13.59
18000,85000,20.4,36,11.98
8000,105000,36.8,36,12.61
15000,150000,14.3,36,7.97
32000,97000,15.7,60,12.62
40000,93000,13.6,36,10.91
10000,86000,36.8,36,12.62
7200,72000,11.8,36,14.08
30000,110000,1.2,36,6.08
9500,70000,17.3,36,12.61
20000,65000,13.4,60,20
23200,43000,5.2,60,12.62
19000,36000,15.3,60,7.34
35000,155000,19.5,36,7.35
6000,21120,27.3,36,12.62
12000,120000,37.6,36,16.02
10800,113000,18.4,36,15.05
10000,33000,28.6,60,21.45
14000,45000,23.9,36,6.72
30000,85500,12.4,60,9.93
13000,24000,16.2,36,13.58
8000,87000,16.8,36,11.98
40000,84000,26.9,36,5.32
40000,135000,14,60,10.9
20000,132000,6.4,60,12.61
35000,182200,16,60,18.06
25000,51000,10.7,60,10.42
40000,150000,15.8,36,10.91
10000,48300,33.9,36,24.85
5000,34000,8.3,36,11.98
30000,65000,25,60,11.99
8500,88000,14.8,36,7.97
10000,39000,28.8,60,19.42
9000,24000,24.4,36,19.03
10000,25000,2.9,36,6.72
20000,50000,31,60,20
36000,125000,18.8,60,12.61
5000,42640,5.9,36,15.05
15000,95800,7.3,60,9.44
10000,50000,17.3,36,10.42
20000,34500,34.2,36,11.98
6500,85000,21.6,36,10.42
16000,41600,14,60,9.92
12000,75000,28.4,36,9.92
15200,36400,42.9,36,24.85
8000,58500,6.4,36,12.62
22000,60000,4.1,36,14.07
8000,54105,10.6,36,18.45
20000,35859,49.9,60,16.01
7000,110000,20.9,36,6.07
10000,45000,14.9,36,6.71
12000,75000,13.2,36,13.59
4400,62000,27.4,36,7.34
7000,95000,3.9,36,6.72
25000,110000,7.7,36,5.31
40000,82000,21.7,36,9.44
24000,125000,23.2,36,10.91
35000,90000,13.9,36,10.41
20000,55000,2,60,11.99
5500,49500,33,36,9.93
8600,49000,8.4,36,14.08
18000,33600,17.4,36,9.93
18000,45300,17.4,60,16.02
28225,52000,33.3,36,20.39
24100,95000,36,60,30.65
4200,85000,13.6,36,11.99
19200,36400,30.2,60,26.3
16800,75000,37.6,60,21.45
30000,95000,14.7,60,13.59
10000,62914,37.2,36,18.45
22000,24000,34.2,36,11.99
26500,152000,17.1,60,12.61
6500,85000,15.8,36,10.41
6000,33000,31.2,36,25.82
21000,1e+05,19.6,60,15.05
7300,54000,33,36,9.43
20000,97000,16.6,36,12.62
6000,48000,14.3,36,21.45
40000,85000,12.2,36,11.99
30000,142000,20.6,60,16.02
20000,33000,26.2,60,20.39
18000,76000,19.6,60,19.42
12000,52000,26,60,9.44
15000,79000,8.6,36,15.05
40000,52000,24.6,36,10.9
6000,19000,21,36,7.35
25200,54000,29.5,60,24.84
3600,38400,26.2,36,7.35
15000,72000,31.2,60,14.07
5000,35000,24.1,36,11.99
20000,43000,11.3,60,11.99
10000,145000,12.9,36,7.97
28900,75000,21.2,60,28.72
12000,80000,7.3,36,9.43
14000,81000,20.2,36,12.61
10000,48000,15.2,36,7.34
25600,90000,35.6,60,9.93
24875,36000,26.3,60,26.77
22000,109000,17.1,60,10.9
10000,32000,36.1,60,24.85
7500,107000,6.7,36,20
30000,117000,13.4,36,18.06
4800,56000,29.8,36,12.61
32000,75000,31,60,18.45
10000,75000,15.7,36,13.59
25000,77000,15.3,36,10.42
20000,1e+05,8,36,11.98
7900,47000,17.9,36,6.71
40000,1e+05,17.9,60,9.43
22000,104000,14,60,25.82
6500,36025,19.2,36,13.59
8000,48000,35.3,36,15.05
9600,78000,16.6,36,13.59
10000,72000,9.2,36,5.32
8000,39000,21,36,24.84
18500,80000,13.6,60,12.62
22800,25000,24.2,36,12.62
28500,160000,31.6,60,24.84
12000,120850,27.9,36,6.07
35000,150000,22,60,17.47
30000,70000,9.8,60,17.47
20000,44000,21.7,60,16.02
5000,12480,8.6,36,7.34
20000,97000,28.2,60,12.62
10000,35000,19.4,36,10.9
32000,72000,27.8,36,7.35
3000,65000,8.8,36,13.59
9000,82000,4.8,36,6.08
12500,60000,25.9,36,5.32
20000,60000,11.7,60,18.06
10000,79000,5,36,9.93
11000,41000,19.3,36,20.39
13000,32000,12.7,36,17.47
17500,80000,12.8,60,9.44
21650,41000,21,36,11.98
12000,24000,21.7,36,12.62
22000,62000,16.9,60,9.92
26000,132000,19.1,60,10.42
14000,62000,5.6,60,11.99
5000,40000,5.8,36,10.42
7000,23000,27.3,36,14.08
3500,38000,3,36,10.41
4800,42000,17.4,36,12.61
36000,105000,19.6,60,12.61
14000,83000,25.2,60,21.45
10000,1e+05,29.9,36,13.58
18000,110000,17.6,36,12.61
27250,125000,34.9,60,19.42
4700,38464,23.7,36,14.08
40000,101000,21.5,60,10.42
7500,89000,8.9,36,16.01
16000,69000,19.6,60,18.06
30000,90000,23.3,60,15.05
21000,69900,23.4,60,10.42
10000,91000,15.9,36,14.08
10000,34000,22.1,36,10.91
12000,50000,13.3,60,18.45
20000,58559,20.4,60,10.41
25200,1e+05,31.3,36,10.91
10000,40000,25.8,36,9.92
5000,25000,33.8,36,7.34
11400,50000,11.9,60,30.17
25000,60000,35.7,60,19.03
12000,48000,19.1,36,7.97
18000,56000,14.5,36,12.62
6000,35000,27.4,36,9.93
20000,80000,16,36,5.31
12000,50000,24.2,36,10.42
8500,90000,3.7,36,10.91
4500,40000,16.7,36,10.42
40000,92600,18.8,36,10.91
40000,1e+05,8.2,60,12.62
4200,36000,30.5,36,9.92
32925,72000,6.2,36,9.92
12000,31536,40,36,20
1500,45000,23.5,36,19.42
6000,48000,4.6,36,6.71
25000,60000,16.5,60,14.07
12500,1e+05,15.1,36,14.08
23100,185000,15.5,36,6.72
35000,180000,5.1,36,6.08
30000,65000,13.6,36,11.98
18000,91000,14.3,60,25.82
11700,60000,19,36,19.03
4000,27000,22.8,36,6.71
25000,75000,22.1,60,16.02
15000,112000,15.3,36,9.44
18000,98000,2,36,14.07
1500,62000,13.8,36,18.45
10000,85000,12.7,36,9.93
10000,49000,23,60,17.09
8000,130000,20.1,36,11.98
30000,48000,5.1,36,7.97
30000,1e+05,18.8,60,10.9
12000,21500,17.1,36,16.01
30000,126000,17.6,60,20
5000,91000,30.4,36,14.07
1700,15000,17.6,36,10.91
10000,76000,19.4,36,10.41
35000,140000,32.1,60,10.9
12000,59000,0.7,36,6.71
15600,29000,46.8,36,11.99
23075,50000,29.6,60,16.01
4200,90000,14.2,36,10.9
10000,60000,29.2,36,13.58
6425,55000,9,36,15.05
10000,45000,3.9,36,7.34
20000,180000,7.3,36,9.93
6400,65000,14,36,15.05
35000,137200,18.8,36,6.72
14000,125000,10.4,60,7.35
10000,40000,31.3,36,13.59
30000,130000,5.9,60,12.62
21000,82000,26.5,36,17.09
40000,88000,11.3,36,10.42
18000,48000,23.8,60,21.85
23000,68000,12.9,60,18.45
10000,99985,1,60,14.08
40000,138000,2.1,36,5.32
4200,22000,31.4,36,12.62
10000,84362,24.8,36,17.47
15000,27000,48.6,36,19.42
30000,65000,21.4,60,16.01
4800,17000,1.8,36,11.98
20000,98000,20.2,36,6.72
18000,107000,11.9,60,9.43
3200,70000,11.3,36,13.59
12000,115000,11.2,36,6.72
10000,58000,22.8,36,9.44
10000,38600,18.4,36,11.98
5000,30000,24.6,36,11.99
5000,68000,17.2,36,7.35
15000,44000,31.1,60,13.59
16000,55000,8.6,36,7.96
4000,52000,17.2,36,20.39
20000,66000,18,36,6.72
30000,93000,22.6,36,20
6000,40000,6.6,36,9.92
16100,1e+05,24,36,16.02
15000,65000,26.3,60,18.06
20000,75000,21,60,17.47
35000,50000,36.2,36,16.01
10000,145000,13.5,36,13.59
40000,115000,8.7,36,9.43
9000,60000,3.4,36,5.31
20000,50000,25.8,60,21.45
29000,145000,6.3,36,5.32
15000,55000,23.6,36,18.45
28000,66000,34.7,60,20
20000,46000,42.8,36,9.93
20000,70000,6.7,60,7.35
20000,34000,27.1,36,9.92
27000,197000,8.4,60,16.01
19000,1e+05,16.8,36,15.05
28000,4800,8.8,60,14.08
25000,40000,25.5,36,13.58
3800,70000,5.5,36,10.9
19000,58000,12.4,36,6.72
14000,61000,6.9,60,9.93
6000,40000,8.2,36,12.61
10000,60000,13.3,36,7.97
4000,26000,35.9,36,20
25000,165000,18.3,60,26.77
12000,58000,29.8,36,6.72
