song,artist,year,decade,primary_genre,date,weeks_at_number_one,non_consecutive,rating_1,rating_2,rating_3,overall_rating,divisiveness,label,parent_label,cdr_genre,discogs_genre,artist_structure,multiple_lead_vocalists,group_named_after_non_lead_singer,posthumous,artist_place_of_origin,front_person_age,artist_male,artist_white,artist_black,songwriters,songwriters_w_o_interpolation_sample_credits,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producers,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,keys,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,song_structure,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,written_for_a_film,written_for_a_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,eurovision_entry
Goodies,Ciara ft. Petey Pablo,2004,2000,Hip Hop,2004-09-11 00:00:00+00:00,7,0,3,6,8,5.666666666666667,3.333333333333333,LaFace;Sho'nuff,Sony,Hip Hop,Hip Hop;Funk/Soul,1.5,1,0,0,United States,24.5,2,0,1.0,Petey Pablo;Sean Garrett;Ciara;LaMarquis Jefferson;Craig Love;Lil Jon;Zachary Wallace,Petey Pablo;Sean Garrett;Ciara;LaMarquis Jefferson;Craig Love;Lil Jon;Zachary Wallace,2.0,0.0,1,0,Lil Jon,1.0,0.0,0.0,0.0,1,4/4,Fm,Fm,102.0,65.0,83.0,87.0,-6.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,223,0,20,6,1,0,0,0,0,0,0,0,Lust/Sex,0,0,1,0,0,0,0,0,0,0
My Boo,Usher & Alicia Keys,2004,2000,Funk/Soul,2004-10-30 00:00:00+00:00,6,0,6,5,8,6.333333333333333,2.0,LaFace,Sony,Funk/Soul,Hip Hop,2.0,1,0,0,United States,24.5,2,0,1.0,Usher;Alicia Keys;Jermaine Dupri;Adonis Shropshire;Manuel Seal,Usher;Alicia Keys;Jermaine Dupri;Adonis Shropshire;Manuel Seal,2.0,0.0,1,0,Jermain Dupri;Manuel Seal,1.0,0.0,0.0,0.0,1,4/4,F,F,86.0,51.0,66.0,68.0,-8.0,26.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E1V,1,223,0,0,35,0,0,1,0,0,1,0,1,Love;Longing for Love,0,0,0,0,0,0,0,0,0,0
Drop It Like It's Hot,Snoop Dogg ft. Pharrell Williams,2004,2000,Hip Hop,2004-12-11 00:00:00+00:00,3,0,8,8,10,8.666666666666666,1.3333333333333333,Geffen,Vivendi,Hip Hop,Hip Hop,1.5,1,0,0,United States,32.0,1,0,1.0,Snoop Dogg;Pharrell Williams;Chad Hugo,Snoop Dogg;Pharrell Williams;Chad Hugo,1.0,0.0,1,0,Pharrell Williams;Chad Hugo,1.0,0.0,1.0,0.0,1,4/4,Dbm,Dbm,92.0,55.0,91.0,63.0,-5.0,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,269,0,40,23,0,0,1,0,0,0,0,0,Partying;Dancing;Bragging;Badssery,0,0,1,0,0,0,0,0,0,0
Let Me Love You,Mario,2005,2000,Funk/Soul,2005-01-01 00:00:00+00:00,9,0,5,5,8,6.0,2.0,J,Sony,Funk/Soul,Electronic;Hip Hop,1.0,0,0,0,United States,18.0,1,0,,Ne-Yo;Kameron Houff;Scott Storch,Ne-Yo;Kameron Houff;Scott Storch,1.0,2.0,0,0,Scott Storch,1.0,1.0,0.0,0.0,1,4/4,Gm,Gm,95.0,58.0,66.0,56.0,-9.0,24.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E3,0,256,0,10,22,0,0,1,0,0,0,0,0,Infidelity;Bad Relationships;Longing for Love,0,0,0,0,0,0,0,0,0,0
Candy Shop,50 Cent ft. Olivia,2005,2000,Hip Hop,2005-03-05 00:00:00+00:00,9,0,7,8,9,8.0,1.3333333333333333,Shady;Aftermath,Vivendi,Hip Hop,Hip Hop,1.5,1,0,0,United States,27.5,2,0,,50 Cent;Olivia Longott;Scott Storch,50 Cent;Olivia Longott;Scott Storch,2.0,2.0,1,0,Scott Storch,1.0,1.0,0.0,0.0,1,4/4,Bm,Bm,125.0,57.0,61.0,76.0,-8.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,219,0,36,14,0,0,1,0,0,1,1,1,Lust/Sex,0,0,1,0,0,0,0,0,0,0
Hollaback Girl,Gwen Stefani,2005,2000,Hip Hop,2005-05-07 00:00:00+00:00,4,0,6,9,9,8.0,2.0,Interscope,Vivendi,Hip Hop,Hip Hop;Funk/Soul;Pop,1.0,0,0,0,United States,35.0,0,1,0.0,Gwen Stefani;Pharrell Williams,Gwen Stefani;Pharrell Williams,2.0,2.0,1,0,Pharrell Williams;Chad Hugo,1.0,0.0,0.0,0.0,1,4/4,B,B,110.0,92.0,93.0,90.0,-2.0,35.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E5,0,199,0,0,6,0,0,0,0,0,0,1,1,Bragging;Badassery,0,0,1,0,0,0,0,0,0,0
We Belong Together,Mariah Carey,2005,2000,Funk/Soul,2005-06-04 00:00:00+00:00,14,1,7,7,8,7.333333333333333,0.6666666666666666,Island Def Jam,Vivendi,Funk/Soul,Electronic;Hip Hop,1.0,0,0,0,United States,36.0,0,0,1.0,Johntá Austin;Stanley Bristol;Mariah Carey;Babyface;Sidney Johnson;Jermaine Dupri;Patrick Moten;Manuel Seal;Sandra Sully;Bobby Womack,Johntá Austin;Stanley Bristol;Mariah Carey;Jermaine Dupri;Manuel Seal,2.0,0.0,1,0,Mariah Carey;Jermaine Dupri;Manuel Seal,2.0,0.0,1.0,0.0,1,4/4,C,C,140.0,46.0,84.0,76.0,-8.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4,0,201,0,10,21,0,0,1,0,0,0,1,1,Lost Love;Longing for Love,1,0,1,0,0,0,0,0,0,0
Inside Your Heaven,Carrie Underwood,2005,2000,Pop,2005-07-02 00:00:00+00:00,1,0,4,5,6,5.0,1.3333333333333333,Arista;19;Syco,Sony,Pop,"Rock;Pop;Folk, World, & Country",1.0,0,0,0,United States,22.0,0,1,0.0,Andreas Carlsson;Pelle Nylén;Savan Kotecha,Andreas Carlsson;Pelle Nylén;Savan Kotecha,1.0,2.0,0,0,Desmond Child,1.0,0.0,0.0,0.0,0,4/4,G,G,135.0,56.0,38.0,14.0,-5.0,11.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,225,0,19,14,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
Gold Digger,Kanye West ft. Jamie Foxx,2005,2000,Hip Hop,2005-09-17 00:00:00+00:00,10,0,9,10,10,9.666666666666666,0.6666666666666666,Roc-A-Fella,Vivendi,Hip Hop,Hip Hop,1.5,1,0,0,United States,32.5,1,0,1.0,Kanye West;Ray Charles;Richard Renald,Kanye West,1.0,0.0,1,0,Kanye West;Jon Brion,1.0,2.0,1.0,0.0,1,Free;4/4,Abm,Abm,93.0,70.0,63.0,62.0,-6.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,197,0,4,17,1,1,0,0,0,1,1,1,Materialism;Bad Relationships,0,0,1,0,0,0,0,0,0,0
Run It!,Chris Brown ft. Juelz Santana,2005,2000,Hip Hop,2005-11-26 00:00:00+00:00,5,0,6,4,9,6.333333333333333,3.333333333333333,Jive,Sony,Hip Hop,Hip Hop,1.5,1,0,0,United States,19.5,1,0,,Scott Storch;Sean Garrett,Scott Storch;Sean Garrett,1.0,2.0,0,0,Scott Storch,1.0,1.0,0.0,0.0,1,4/4,Dbm,Dbm,101.0,48.0,85.0,21.0,-7.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E3V,1,229,0,11,19,1,0,0,0,0,0,1,1,Dancing;Lust/Sex,0,0,1,0,0,0,0,0,0,0
Don't Forget About Us,Mariah Carey,2005,2000,Funk/Soul,2005-12-31 00:00:00+00:00,2,0,7,5,5,5.666666666666667,1.3333333333333333,Island Def Jam,Vivendi,Funk/Soul,Electronic;Hip Hop,1.0,0,0,0,United States,36.0,0,0,1.0,Mariah Carey;Jermaine Dupri;Johntá Austin;Bryan-Michael Cox,Mariah Carey;Jermaine Dupri;Johntá Austin;Bryan-Michael Cox,2.0,0.0,1,0,Mariah Carey;Jermaine Dupri;Bryan-Michael Cox,2.0,0.0,1.0,0.0,1,4/4,Gm,Gm,144.0,54.0,70.0,43.0,-7.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,233,0,0,17,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Laffy Taffy,D4L,2006,2000,Hip Hop,2006-01-14 00:00:00+00:00,1,0,1,7,7,5.0,4.0,Atlantic,Warner Bros.,Hip Hop,Hip Hop,0.0,1,0,0,United States,29.0,1,0,,Dennis Butler;Larry Johnson;Michael Johnson;Adrian Parks;Richard Sims;Broderick Thompson-Smith;Cory Way;Lefabian Williams,Dennis Butler;Larry Johnson;Michael Johnson;Adrian Parks;Richard Sims;Broderick Thompson-Smith;Cory Way;Lefabian Williams,1.0,0.0,1,0,K-Rab,1.0,0.0,0.0,0.0,0,4/4,Gm,Gm,77.0,44.0,89.0,62.0,-8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C1,0,224,0,6,24,0,0,0,0,0,0,1,1,Lust/Sex;Dancing,0,0,1,0,0,0,0,0,0,0
Grillz,"Nelly ft. Paul Wall, Ali & Gipp",2006,2000,Hip Hop,2006-01-21 00:00:00+00:00,2,0,6,3,8,5.666666666666667,3.333333333333333,Derrty Entertainment,Vivendi,Hip Hop,Hip Hop,1.5,1,0,0,United States,29.75,1,2,2.0,Lil Wayne;Jermain Dupri;Big Gipp;Sean Garrett;T.I.;Richard Harrison;Nelly;Ali;Beyonce;LRoc;Kelly Rowland;Paul Wall;Michelle Williams,Jermain Dupri;Big Gipp;Nelly;Ali;LRoc;Paul Wall,2.0,2.0,1,0,Jermain Dupri;LRoc,1.0,0.0,0.0,0.0,1,Free;4/4,Gbm,Gbm,83.0,50.0,87.0,84.0,-8.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,271,0,19,26,1,0,0,0,0,0,1,1,Bragging;Badassery;Jewelry,0,1,1,0,0,0,0,0,0,0
Check on It,Beyoncé ft. Bun B & Slim Thug,2006,2000,Hip Hop,2006-02-04 00:00:00+00:00,5,0,4,9,9,7.333333333333333,3.333333333333333,Columbia,Sony,Hip Hop,Hip Hop,1.5,1,0,0,United States,27.0,2,0,,Angela Beyince;Swizz Beatz;Sean Garrett;Beyonce;Slim Thug,Angela Beyince;Swizz Beatz;Sean Garrett;Beyonce;Slim Thug,2.0,0.0,1,0,Swizz Beatz;Beyonce,2.0,0.0,1.0,0.0,1,4/4,D,D,166.0,80.0,71.0,86.0,-7.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1V,1,210,0,18,17,1,0,0,0,0,0,0,0,Dancing;Lust/Sex,0,0,0,0,0,1,0,0,0,0
You're Beautiful,James Blunt,2006,2000,Rock,2006-03-11 00:00:00+00:00,1,0,6,4,6,5.333333333333333,1.3333333333333333,Custard,Warner Bros.,Rock,Rock;Pop,1.0,0,0,0,United Kingdom,32.0,1,1,0.0,James Blunt;Amanda Ghost;Sacha Skarbek,James Blunt;Amanda Ghost;Sacha Skarbek,2.0,2.0,1,0,Tom Rothrock,1.0,1.0,0.0,0.0,0,4/4,Eb,Eb,82.0,48.0,68.0,45.0,-10.0,63.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,209,0,68,35,0,0,0,0,0,0,0,0,Longing for Love,1,0,1,0,0,0,0,0,0,0
So Sick,Ne-Yo,2006,2000,Funk/Soul,2006-03-18 00:00:00+00:00,2,0,8,5,7,6.666666666666667,2.0,Def Jam,Vivendi,Funk/Soul,Hip Hop;Pop,1.0,0,0,0,United States,26.0,1,0,1.0,Mikkel Eriksen;Tor Hermansen;Ne-Yo,Mikkel Eriksen;Tor Hermansen;Ne-Yo,1.0,2.0,1,0,Mikkel Eriksen;Tor Hermansen,1.0,1.0,0.0,0.0,1,4/4,Gb,Gb,93.0,57.0,45.0,58.0,-8.0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,197,0,19,19,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Temperature,Sean Paul,2006,2000,Reggae,2006-04-01 00:00:00+00:00,1,0,6,6,8,6.666666666666667,1.3333333333333333,VP;Atlantic,Warner Bros.,Reggae,Reggae,1.0,0,0,0,Jamaica,33.0,1,0,,Rohan Fuller;Sean Paul;Chris Marsh,Rohan Fuller;Sean Paul;Chris Marsh,1.0,0.0,1,0,Rohan Fuller,1.0,0.0,0.0,0.0,1,4/4,Bbm,Bbm,125.0,60.0,95.0,82.0,-5.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,218,0,33,15,1,0,0,0,0,1,0,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
Bad Day,Daniel Powter,2006,2000,Pop,2006-04-08 00:00:00+00:00,5,0,4,3,6,4.333333333333333,2.0,Warner Bros.,Warner Bros.,Pop,Rock;Pop,1.0,0,0,0,Canada,35.0,1,1,0.0,Daniel Powter,Daniel Powter,1.0,1.0,1,1,Jeff Dawson;Mitchell Froom,1.0,1.0,0.0,0.0,0,4/4,Eb,Eb,140.0,79.0,60.0,52.0,-4.0,45.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,233,0,44,8,0,0,0,0,0,0,0,0,Failure,0,0,0,0,0,0,0,0,0,0
SOS,Rihanna,2006,2000,Electronic/Dance,2006-05-13 00:00:00+00:00,3,0,7,5,9,7.0,2.6666666666666665,Def Jam;SRP,Vivendi,Electronic/Dance,Electronic;Hip Hop,1.0,0,0,0,Barbados,18.0,0,0,,J. R. Rotem;E. Kidd Bogart;Ed Cobb,J. R. Rotem;E. Kidd Bogart,1.0,1.0,0,0,J.R. Rotem;Evan Rogers;Carl Sturken,1.0,1.0,0.0,0.0,0,4/4,Gb,Gb,137.0,67.0,68.0,53.0,-5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E5,0,238,0,23,14,0,0,0,0,0,1,1,1,Longing for Love;Lust/Sex,0,0,0,0,0,0,0,0,0,0
Ridin',Chamillionaire ft. Krayzie Bone,2006,2000,Hip Hop,2006-06-03 00:00:00+00:00,2,0,5,8,7,6.666666666666667,2.0,Universal;Chamillitary,Vivendi,Hip Hop,Hip Hop,1.5,1,0,0,United States,29.0,1,0,,Chamillionaire;Juan Salinas;Oscar Salinas;Krayzie Bone,Chamillionaire;Juan Salinas;Oscar Salinas;Krayzie Bone,1.0,0.0,1,0,Juan Salinas;Oscar Salinas,1.0,0.0,0.0,0.0,1,4/4,Abm,Abm,143.0,80.0,79.0,84.0,-5.0,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,303,0,11,11,0,0,1,0,0,0,0,0,Badassery;Survival;Violence;Police,0,0,1,0,0,0,0,0,0,0
Hips Don't Lie,Shakira ft. Wyclef Jean,2006,2000,Latin,2006-06-17 00:00:00+00:00,2,0,8,8,7,7.666666666666667,0.6666666666666666,Epic,Sony,Latin,Hip Hop;Rock;Pop,1.5,1,0,0,Colombia;Haiti,32.5,2,0,,Omar Alfanno;Luis Diaz;Jerry Duplessis;Wyclef Jean;LaTavia Parker;Shakira,Omar Alfanno;Luis Diaz;Jerry Duplessis;Wyclef Jean;LaTavia Parker;Shakira,2.0,0.0,1,0,Shakira;Wyclef Jean;Jerry Duplessis,2.0,0.0,1.0,0.0,1,4/4,Bbm,Bbm,100.0,82.0,78.0,76.0,-6.0,28.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FV,1,218,0,21,9,0,0,0,0,0,1,1,1,Lust/Sex;Dancing,0,0,0,1,0,0,0,0,0,0
Do I Make You Proud,Taylor Hicks,2006,2000,Pop,2006-07-01 00:00:00+00:00,1,0,2,1,5,2.6666666666666665,2.6666666666666665,J;19;Syco,Sony,Pop,Rock;Funk/Soul;Pop,1.0,0,0,0,United States,29.0,1,1,0.0,Andy Watkins;Paul Wilson;Tracy Ackerman,Andy Watkins;Paul Wilson;Tracy Ackerman,2.0,1.0,0,0,Andy Watkins;Paul Wilson;Dave Way,1.0,1.0,0.0,0.0,1,4/4,Db;Eb&%,Db,144.0,52.0,46.0,31.0,-8.0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,248,0,14,14,0,0,0,0,0,0,0,0,Love;Dreaming;Appreciation,0,0,0,0,0,0,0,0,0,0
Promiscuous,Nelly Furtado ft. Timbaland,2006,2000,Hip Hop,2006-07-08 00:00:00+00:00,6,0,9,9,8,8.666666666666666,0.6666666666666666,Mosley,Vivendi,Hip Hop,Hip Hop,1.5,1,0,0,United States;Canada,30.5,2,2,2.0,"Tim ""Attitude"" Clayton;Nelly Furtado;Danja;Timbaland","Tim ""Attitude"" Clayton;Nelly Furtado;Danja;Timbaland",2.0,2.0,1,0,Timbaland;Danja,1.0,0.0,1.0,0.0,1,Free;4/4,Bbm,Bbm,114.0,97.0,81.0,87.0,-6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,242,0,37,4,0,0,0,0,0,0,1,1,Lust/Sex,1,0,0,0,0,0,0,0,0,0
London Bridge,Fergie,2006,2000,Hip Hop,2006-08-19 00:00:00+00:00,3,0,5,7,4,5.333333333333333,2.0,will.i.am;A&M,Vivendi,Hip Hop,Hip Hop;Pop,1.0,0,0,0,United States,31.0,0,0,,Emilio Castillo;Fergie;John Garibaldi;Sean Garrett;Michael Hartnett;Polow da Don;Stephen Kupka,Fergie;Sean Garrett;Michael Hartnett;Polow da Don,2.0,2.0,1,0,Polow da Don;DJ Mormile;Venus Brown;will.i.am,1.0,2.0,0.0,0.0,1,4/4,Bbm,Bbm,91.0,61.0,77.0,63.0,-6.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,202,0,40,20,1,0,1,0,0,1,0,1,Lust/Sex;Partying;Dancing;Bragging,0,0,1,0,0,0,0,0,0,0
SexyBack,Justin Timberlake,2006,2000,Electronic/Dance,2006-09-09 00:00:00+00:00,7,0,7,9,6,7.333333333333333,2.0,Jive,Sony,Electronic/Dance,Electronic;Pop,1.0,1,0,0,United States,25.0,1,1,0.0,Danja;Timbaland;Justin Timberlake,Danja;Timbaland;Justin Timberlake,1.0,2.0,1,0,Danja;Timbaland;Justin Timberlake,1.0,2.0,1.0,0.0,1,4/4,Gm,Gm,117.0,58.0,97.0,96.0,-6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E2,0,242,0,61,15,0,0,1,0,0,0,0,0,Lust/Sex;Bragging,0,0,1,0,0,0,0,0,0,0
Money Maker,Ludacris ft. Pharrell Williams,2006,2000,Hip Hop,2006-10-28 00:00:00+00:00,2,0,5,6,5,5.333333333333333,0.6666666666666666,DTP;Def Jam South,Vivendi,Hip Hop,Hip Hop,1.5,1,0,0,United States,31.0,1,0,,Ludacris;Pharrell Williams,Ludacris;Pharrell Williams,1.0,0.0,1,1,Pharrell Williams;Chad Hugo,1.0,0.0,0.0,0.0,1,4/4,Cm,Cm,79.0,60.0,55.0,61.0,-7.0,15.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,230,0,22,11,0,0,0,0,0,0,1,1,Dancing;Lust/Sex,0,0,1,0,0,0,0,0,0,0
My Love,Justin Timberlake ft. T.I.,2006,2000,Electronic/Dance,2006-11-11 00:00:00+00:00,3,0,9,7,5,7.0,2.6666666666666665,Jive,Sony,Electronic/Dance,Electronic;Pop,1.5,1,0,0,United States,25.5,1,2,2.0,T.I.;Danja;Timbaland;Justin Timberlake,T.I.;Danja;Timbaland;Justin Timberlake,1.0,2.0,1,0,Danja;Timbaland;Justin Timberlake,1.0,2.0,1.0,0.0,1,4/4,Em,Em,120.0,67.0,77.0,80.0,-6.0,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C7V,1,281,0,13,19,1,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
I Wanna Love You,Akon ft. Snoop Dogg,2006,2000,Hip Hop,2006-12-02 00:00:00+00:00,2,0,6,6,5,5.666666666666667,0.6666666666666666,SRC;Universal;Konvict;UpFront;Geffen;Doggystyle,Vivendi;Sony,Hip Hop,Hip Hop,1.5,1,0,0,Senegal;United States,34.0,1,0,,Snoop Dogg;Akon,Snoop Dogg;Akon,1.0,0.0,1,1,Akon,1.0,0.0,1.0,1.0,1,4/4,Am,Am,100.0,45.0,87.0,37.0,-9.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C1,0,247,0,40,11,1,0,1,0,0,0,0,0,Lust/Sex,0,0,1,0,0,0,0,0,0,0
Irreplaceable,Beyoncé,2006,2000,Funk/Soul,2006-12-16 00:00:00+00:00,10,0,9,7,8,8.0,1.3333333333333333,Columbia,Sony,Funk/Soul,Funk/Soul;Pop,1.0,0,0,0,United States,25.0,0,0,1.0,Amund Bjorklund;Mikkel Eriksen;Tor Hermansen;Beyonce;Espen Lind;Ne-Yo,Amund Bjorklund;Mikkel Eriksen;Tor Hermansen;Beyonce;Espen Lind;Ne-Yo,2.0,2.0,1,0,Mikkel Eriksen;Tor Hermansen;Beyonce,2.0,2.0,1.0,0.0,1,4/4,Gm,Gm,176.0,69.0,45.0,51.0,-5.0,3.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E1,0,227,0,0,12,1,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
Say It Right,Nelly Furtado,2007,2000,Pop,2007-02-24 00:00:00+00:00,1,0,6,6,6,6.0,0.0,Mosley,Vivendi,Pop,Hip Hop;Pop,1.0,0,0,0,Canada,28.0,0,1,0.0,Nelly Furtado;Danja;Timbaland,Nelly Furtado;Danja;Timbaland,2.0,2.0,1,0,Timbaland;Danja,1.0,0.0,0.0,0.0,1,4/4,Ab,Ab,117.0,87.0,87.0,81.0,-6.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,223,0,58,24,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
What Goes Around … Comes Around,Justin Timberlake,2007,2000,Funk/Soul,2007-03-03 00:00:00+00:00,1,0,6,5,3,4.666666666666667,2.0,Jive,Sony,Funk/Soul,Electronic;Pop,1.0,0,0,0,United States,26.0,1,1,0.0,Justin Timberlake;Timbaland;Danja,Justin Timberlake;Timbaland;Danja,1.0,2.0,1,0,Justin Timberlake;Timbaland;Danja,1.0,2.0,1.0,0.0,1,4/4,G,G,76.0,70.0,72.0,50.0,-5.0,15.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,313,0,37,19,0,0,1,0,0,0,0,0,Bad Relationships;Infidelity;Lost Love,0,0,0,0,0,0,0,0,0,0
This Is Why I'm Hot,MiMS,2007,2000,Hip Hop,2007-03-10 00:00:00+00:00,2,0,3,6,4,4.333333333333333,2.0,Capitol,EMI,Hip Hop,Hip Hop,1.0,0,0,0,United States,25.0,1,0,,Leon Haywood;Prodigy;Curtis Lundy;DMC;MiMS;Havoc;DannyBoyStyles;Reverend Run;Russell Simmons;Thomas Simons;Lil Jon;E-40;Blackout;Charles Williams,MiMS;DannyBoyStyles;Thomas Simons;Blackout,1.0,0.0,1,0,Blackout,1.0,0.0,0.0,0.0,1,4/4,Cm,Cm,80.0,60.0,62.0,49.0,-6.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,259,0,11,11,0,0,0,0,0,1,0,1,Badassery;Bragging;Partying,0,0,1,0,0,0,0,0,0,0
Glamorous,Fergie ft. Ludacris,2007,2000,Pop,2007-03-24 00:00:00+00:00,2,0,6,6,6,6.0,0.0,will.i.am;A&M,Vivendi,Pop,Hip Hop,1.5,1,0,0,United States,30.0,2,0,,will.i.am;Ludacris;Fergie;Polow da Don;Raheem The Dream;Blac Elvis,will.i.am;Ludacris;Fergie;Polow da Don;Blac Elvis,2.0,0.0,1,0,Polow da Don;Ron Fair,1.0,0.0,0.0,0.0,1,4/4,C,C,131.0,76.0,81.0,62.0,-6.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E1V,1,246,0,18,16,0,0,0,0,0,0,1,1,Fame;Materialism,0,0,1,0,0,0,0,0,0,0
Don't Matter,Akon,2007,2000,Funk/Soul,2007-04-07 00:00:00+00:00,2,0,6,6,5,5.666666666666667,0.6666666666666666,SRC;Universal;Konvict;UpFront,Vivendi,Funk/Soul,Hip Hop;Pop,1.0,0,0,0,Senegal,33.0,1,0,,Anthony Lawson;Bob Marley;Akon,Anthony Lawson;Akon,1.0,0.0,1,0,Akon,1.0,0.0,1.0,1.0,1,4/4,A,A,125.0,43.0,81.0,37.0,-6.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C1,0,249,0,37,32,0,0,0,0,0,0,1,1,Love;Forbidden Love;Infidelity,0,0,1,0,0,0,0,0,0,0
